"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/31/2023","MPHASIS DIRECT DEP PPD ID: XXXXXX1103","MPHASIS DIRECT DEP PPD ID: XXXXXX1103","2517.59","credit","Paycheck","TOTAL CHECKING","",""
"8/31/2023","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","2.60","debit","Investments","ROTH IRA","",""
"8/31/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","2.60","credit","Investments","ROTH IRA","",""
"8/31/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.75","credit","Investments","Health Savings Account","",""
"8/31/2023","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","15.19","debit","Investments","ROTH IRA","",""
"8/31/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","15.19","credit","Investments","ROTH IRA","",""
"8/31/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.44","credit","Investments","Health Savings Account","",""
"8/31/2023","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.44","debit","Investments","Health Savings Account","",""
"8/31/2023","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","99.69","debit","Investments","Individual - TOD","",""
"8/31/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","99.69","credit","Dividend & Cap Gains","Individual - TOD","",""
"8/31/2023","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.01","debit","Investments","Traditional IRA","",""
"8/31/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.01","credit","Dividend & Cap Gains","Traditional IRA","",""
"8/31/2023","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.02","credit","Dividend & Cap Gains","Traditional IRA","",""
"8/30/2023","DIRECT DEPOSIT MPHASIS DIRECT DEP (Cash)","DIRECT DEPOSIT MPHASIS DIRECT DEP (Cash)","839.20","credit","Paycheck","Individual - TOD","",""
"8/30/2023","CLAWSON DISPOSAL 00-GEORGETOWN TX","CLAWSON DISPOSAL 00-GEORGETOWN TX","96.78","debit","Garbage","Blue Cash Everyday®","",""
"8/30/2023","Zelle payment to Swetha JPMXXa1ea973","Zelle payment to Swetha JPMXXa1ea973","2.50","debit","Entertainment","TOTAL CHECKING","",""
"8/29/2023","YOU SOLD TESLA INC COM (TSLA) (Cash)","YOU SOLD TESLA INC COM (TSLA) (Cash)","3749.97","credit","Sell","Individual - TOD","",""
"8/29/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","25.88","debit","Groceries","Blue Cash Everyday®","",""
"8/29/2023","Zelle payment to Alagiri JPM99a1cf9uy","Zelle payment to Alagiri JPM99a1cf9uy","500.00","debit","Charity","TOTAL CHECKING","",""
"8/29/2023","YOU SOLD SNOWFLAKE INC CL A (SNOW) (Cash)","YOU SOLD SNOWFLAKE INC CL A (SNOW) (Cash)","1225.59","credit","Sell","Health Savings Account","",""
"8/29/2023","YOU SOLD SNOWFLAKE INC CL A (SNOW) (Cash)","YOU SOLD SNOWFLAKE INC CL A (SNOW) (Cash)","130.22","credit","Sell","Health Savings Account","",""
"8/29/2023","YOU SOLD TESLA INC COM (TSLA) (Cash)","YOU SOLD TESLA INC COM (TSLA) (Cash)","511.59","credit","Sell","ROTH IRA","",""
"8/29/2023","YOU SOLD ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU SOLD ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","25292.80","credit","Sell","Individual - TOD","",""
"8/29/2023","YOU SOLD META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","YOU SOLD META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","32867.21","credit","Sell","Individual - TOD","",""
"8/29/2023","YOU SOLD TESLA INC COM (TSLA) (Cash)","YOU SOLD TESLA INC COM (TSLA) (Cash)","20231.73","credit","Sell","Individual - TOD","",""
"8/28/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","24.23","debit","Groceries","Blue Cash Everyday®","",""
"8/28/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","487.84","debit","Transfer","Individual - TOD","",""
"8/28/2023","Fidelity 500 Index Fund","Fidelity 500 Index Fund","372.00","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"8/28/2023","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","511.50","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"8/28/2023","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","46.50","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"8/27/2023","INDIAN EAGLE LLC 929AUSTIN TX","INDIAN EAGLE LLC 929AUSTIN TX","125.00","debit","Restaurants","Blue Cash Everyday®","",""
"8/26/2023","Wal-Mart","WAL-MART SUPERCENTERCEDAR PARK TX","13.46","debit","Party","Blue Cash Everyday®","",""
"8/26/2023","DOMINO'S XXXX XX0006LIBERTY HILL TX","DOMINO'S XXXX XX0006LIBERTY HILL TX","8.65","debit","Fast Food","Blue Cash Everyday®","",""
"8/26/2023","H-E-B GAS/CARWASH #7LEANDER TX","H-E-B GAS/CARWASH #7LEANDER TX","51.64","debit","Gas & Fuel","Blue Cash Everyday®","",""
"8/26/2023","Wal-Mart","WAL-MART SUPERCENTERCEDAR PARK TX","44.89","debit","Party","Blue Cash Everyday®","",""
"8/25/2023","YOU BOUGHT META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","YOU BOUGHT META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","27900.00","debit","Investments","Individual - TOD","",""
"8/25/2023","YOU BOUGHT NETFLIX INC (NFLX) (Cash)","YOU BOUGHT NETFLIX INC (NFLX) (Cash)","411.80","debit","Television","Individual - TOD","",""
"8/25/2023","YOU BOUGHT META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","YOU BOUGHT META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","2790.00","debit","Investments","Individual - TOD","",""
"8/24/2023","MICHAEL C HOLMES MD CEDAR PARK TX","MICHAEL C HOLMES MD CEDAR PARK TX","82.43","debit","Doctor","Blue Cash Everyday®","",""
"8/24/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","10.05","debit","Groceries","Blue Cash Everyday®","",""
"8/24/2023","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","405.74","debit","Investments","Individual - TOD","",""
"8/24/2023","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","323.51","debit","Investments","Individual - TOD","",""
"8/24/2023","Amazon","Amazon.com*TX6DZ9F62","3.18","debit","Clothing","CREDIT CARD","",""
"8/24/2023","VANGUARD TARGET 2050","VANGUARD TARGET 2050","246.60","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"8/24/2023","NT S&P 500 INDEX","NT S&P 500 INDEX","986.43","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"8/23/2023","GREAT WOLF LDG GRAPEVI","GREAT WOLF LDG GRAPEVI","350.28","debit","Vacation","Apple Card","",""
"8/23/2023","YOU SOLD NETFLIX INC (NFLX) (Cash)","YOU SOLD NETFLIX INC (NFLX) (Cash)","30120.75","credit","Sell","Individual - TOD","",""
"8/23/2023","YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash)","YOU SOLD NVIDIA CORPORATION COM (NVDA) (Cash)","509.99","credit","Sell","Individual - TOD","",""
"8/23/2023","YOU SOLD NETFLIX INC (NFLX) (Cash)","YOU SOLD NETFLIX INC (NFLX) (Cash)","6524.94","credit","Sell","Individual - TOD","",""
"8/22/2023","REDEMPTION PAYOUT UNITED STATES TREAS BILLS ZERO CPN 0.00000% 08/22/2023 (Cash)","REDEMPTION PAYOUT UNITED STATES TREAS BILLS ZERO CPN 0.00000% 08/22/2023 (Cash)","2000.00","credit","Investments","Individual - TOD","",""
"8/22/2023","INTEREST PAYMENT","INTEREST PAYMENT","0.19","credit","Interest Income","Easy Banking Club","",""
"8/22/2023","H-E-B GAS/CARWASH #7LEANDER TX","H-E-B GAS/CARWASH #7LEANDER TX","66.44","debit","Gas & Fuel","Blue Cash Everyday®","",""
"8/22/2023","Zelle payment to Ramya Chintameneni JPM99a11zioh","Zelle payment to Ramya Chintameneni JPM99a11zioh","24.00","debit","Kids Activities","TOTAL CHECKING","","IXL"
"8/21/2023","Interest Payment","Interest Payment","19.30","credit","Interest Income","HYSA","",""
"8/21/2023","APPLECARD GSBANK PAYMENT XXXXXXXXX WEB ID: XXXXXX9999","APPLECARD GSBANK PAYMENT XXXXXXXXX WEB ID: XXXXXX9999","34.99","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/21/2023","Amazon","PwP Amazon Prim Privacycom TN: XXXXXXX WEB ID: XXXXX0084","8.11","debit","Home Improvement","TOTAL CHECKING","",""
"8/21/2023","APPLECARD GSBANK PAYMENT XXXXXXXXX WEB ID: XXXXXX9999","APPLECARD GSBANK PAYMENT XXXXXXXXX WEB ID: XXXXXX9999","183.90","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/21/2023","Amazon","AMZN Mktp US*TQ6FW1PJ0","80.73","debit","Furnishings","CREDIT CARD","",""
"8/21/2023","99 RANCH #1107","99 RANCH #1107","23.37","debit","Groceries","Apple Card","",""
"8/20/2023","TOP GOLF USA AUSTIN TX","TOP GOLF USA AUSTIN TX","128.00","debit","Entertainment","Blue Cash Everyday®","",""
"8/20/2023","Amazon","AMZN Mktp US*TQ43D5OJ1","7.57","debit","Home Improvement","CREDIT CARD","",""
"8/19/2023","SPECTRUM XXX-XXX-7328 MO","SPECTRUM XXX-XXX-7328 MO","65.33","debit","Internet","Blue Cash Everyday®","",""
"8/19/2023","H-E-B GAS/CARWASH #7LEANDER TX","H-E-B GAS/CARWASH #7LEANDER TX","33.03","debit","Gas & Fuel","Blue Cash Everyday®","",""
"8/19/2023","AplPay ALDI XXX39 00GEORGETOWN TX","AplPay ALDI XXX39 00GEORGETOWN TX","27.13","debit","Groceries","Blue Cash Everyday®","",""
"8/18/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","40.34","debit","Groceries","Blue Cash Everyday®","",""
"8/18/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","9.57","debit","Groceries","Blue Cash Everyday®","",""
"8/18/2023","ZIMMER INC       DES:DIRECT DEP ID:XXXXX63184404J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX63184404J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","2000.00","credit","Paycheck","Adv Plus Banking - 1866","",""
"8/18/2023","ZIMMER INC DIRECT DEP","ZIMMER INC DIRECT DEP","126.28","credit","Paycheck","Easy Banking Club","",""
"8/18/2023","YOU SOLD VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","YOU SOLD VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","801.74","credit","Investments","Individual - TOD","",""
"8/18/2023","ACH Deposit Internet transfer from account ending in 7208","ACH Deposit Internet transfer from account ending in 7208","34.99","credit","Transfer","Apple Card","",""
"8/18/2023","ACH Deposit Internet transfer from account ending in 7208","ACH Deposit Internet transfer from account ending in 7208","183.90","credit","Transfer","Apple Card","",""
"8/18/2023","YOU SOLD AMAZON.COM INC (AMZN) (Cash)","YOU SOLD AMAZON.COM INC (AMZN) (Cash)","1335.08","credit","Sell","ROTH IRA","",""
"8/17/2023","DIRECT PROPANE SERVIWEBBERVILLE TX","DIRECT PROPANE SERVIWEBBERVILLE TX","27.03","debit","Utilities","Blue Cash Everyday®","",""
"8/17/2023","brightwheel BRGHTWHL* ST-KXKXXXIXHXXX CCD ID: XXXXXX5600","brightwheel BRGHTWHL* ST-KXKXXXIXHXXX CCD ID: XXXXXX5600","1200.60","debit","Babysitter & Daycare","TOTAL CHECKING","",""
"8/17/2023","DIVIDEND RECEIVED APPLE INC (AAPL) (Cash)","DIVIDEND RECEIVED APPLE INC (AAPL) (Cash)","2.88","credit","Investments","Individual - TOD","",""
"8/17/2023","REDEMPTION PAYOUT MERCHANTS BK CARMEL IND CD 5.10000% 08/17/2023 (Cash)","REDEMPTION PAYOUT MERCHANTS BK CARMEL IND CD 5.10000% 08/17/2023 (Cash)","3000.00","credit","Investments","ROTH IRA","",""
"8/17/2023","INTEREST MERCHANTS BK CARMEL IND CD 5.10000% 08/17/2023 (Cash)","INTEREST MERCHANTS BK CARMEL IND CD 5.10000% 08/17/2023 (Cash)","38.56","credit","Investments","ROTH IRA","",""
"8/17/2023","DIVIDEND RECEIVED APPLE INC (AAPL) (Cash)","DIVIDEND RECEIVED APPLE INC (AAPL) (Cash)","0.24","credit","Dividend & Cap Gains","Health Savings Account","",""
"8/17/2023","DIVIDEND RECEIVED APPLE INC (AAPL) (Cash)","DIVIDEND RECEIVED APPLE INC (AAPL) (Cash)","15.60","credit","Dividend & Cap Gains","Individual - TOD","",""
"8/16/2023","MYXXX INVESTMENT XXXXXXXX WEB ID: XXXXXX0188","MYXXX INVESTMENT XXXXXXXX WEB ID: XXXXXX0188","1000.00","debit","Investments","TOTAL CHECKING","",""
"8/16/2023","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","233.18","debit","Transfer","Individual - TOD","",""
"8/16/2023","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","407.91","debit","Investments","Individual - TOD","",""
"8/16/2023","Monthly Interest Paid","Monthly Interest Paid","372.80","credit","Interest Income","CERTIFICATEOFDEPOSIT Account","",""
"8/16/2023","Fidelity 500 Index Fund","Fidelity 500 Index Fund","372.00","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"8/16/2023","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","511.50","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"8/16/2023","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","46.50","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"8/16/2023","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","231.00","debit","Investments","ROTH IRA","",""
"8/16/2023","YOU BOUGHT NETFLIX INC (NFLX) (Cash)","YOU BOUGHT NETFLIX INC (NFLX) (Cash)","4161.50","debit","Buy","Individual - TOD","",""
"8/15/2023","AMERICAN EXPRESS ACH PMT MXXXX WEB ID: XXXXXX2111","AMERICAN EXPRESS ACH PMT MXXXX WEB ID: XXXXXX2111","1333.59","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/15/2023","MPHASIS DIRECT DEP PPD ID: XXXXXX1103","MPHASIS DIRECT DEP PPD ID: XXXXXX1103","2517.59","credit","Paycheck","TOTAL CHECKING","",""
"8/15/2023","MOBILE PAYMENT - THANK YOU","MOBILE PAYMENT - THANK YOU","1333.59","credit","Credit Card Payment","Blue Cash Everyday®","",""
"8/15/2023","MY529            DES:INVESTMENT ID:14908433                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","MY529            DES:INVESTMENT ID:14908433                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","2000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"8/15/2023","Interest Payment","Interest Payment","9.63","credit","Interest Income","HYSA","",""
"8/15/2023","DIRECT DEPOSIT MY529 ACCTVERIFY (Cash)","DIRECT DEPOSIT MY529 ACCTVERIFY (Cash)","0.04","credit","Transfer","Individual - TOD","",""
"8/15/2023","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","963.00","debit","Investments","Individual - TOD","",""
"8/15/2023","DIRECT DEPOSIT MY529 ACCTVERIFY (Cash)","DIRECT DEPOSIT MY529 ACCTVERIFY (Cash)","0.16","credit","Transfer","Individual - TOD","",""
"8/15/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","1202.96","debit","Investments","Health Savings Account","",""
"8/15/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","127.81","debit","Investments","Health Savings Account","",""
"8/14/2023","PwP SP WYZE LAB Privacycom TN: XXXXXXX WEB ID: XXXXX0084","PwP SP WYZE LAB Privacycom TN: XXXXXXX WEB ID: XXXXX0084","1.06","debit","Shopping","TOTAL CHECKING","",""
"8/14/2023","H-E-B #XXX XXXXX0000LEANDER TX","H-E-B #XXX XXXXX0000LEANDER TX","25.94","debit","Groceries","Blue Cash Everyday®","",""
"8/14/2023","Wal-Mart","WALMART.COM XXXX6665BENTONVILLE AR","14.94","debit","Clothing","Blue Cash Everyday®","",""
"8/14/2023","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","237.78","debit","Transfer","Individual - TOD","",""
"8/14/2023","DIRECT DEPOSIT MPHASIS DIRECT DEP (Cash)","DIRECT DEPOSIT MPHASIS DIRECT DEP (Cash)","839.20","credit","Paycheck","Individual - TOD","",""
"8/14/2023","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","321.00","debit","Investments","Individual - TOD","",""
"8/14/2023","DB WORLD FOODS MEAT MA","DB WORLD FOODS MEAT MA","15.28","debit","Groceries","Apple Card","",""
"8/14/2023","YOU BOUGHT AT&T INC COM USD1 (T) (Cash)","YOU BOUGHT AT&T INC COM USD1 (T) (Cash)","42.81","debit","Investments","Health Savings Account","",""
"8/13/2023","Wal-Mart","WALMART.COM XXXX6665BENTONVILLE AR","4.53","debit","Groceries","Blue Cash Everyday®","",""
"8/13/2023","TST* DESI CHOWRASTHA -","TST* DESI CHOWRASTHA -","32.45","debit","Groceries","Apple Card","",""
"8/12/2023","Wal-Mart","WALMART.COM XXXX6665BENTONVILLE AR","2.68","debit","Snacks","Blue Cash Everyday®","",""
"8/12/2023","Wal-Mart","MURPHY6951ATWALMART GEORGETOWN TX","46.17","debit","Books & Supplies","Blue Cash Everyday®","",""
"8/11/2023","APPLE GS SAVINGS TRANSFER XXXXXXXXXXXX WEB ID: XXXXXX9999","APPLE GS SAVINGS TRANSFER XXXXXXXXXXXX WEB ID: XXXXXX9999","1233.00","debit","Transfer","TOTAL CHECKING","",""
"8/11/2023","FID BKG SVC LLC MONEYLINE PPD ID: XXXXXX1383","FID BKG SVC LLC MONEYLINE PPD ID: XXXXXX1383","2426.00","debit","Buy","TOTAL CHECKING","",""
"8/11/2023","Payment to Chase card ending in XXXX 08/11","Payment to Chase card ending in XXXX 08/11","549.47","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/11/2023","Payment Thank You-Mobile","Payment Thank You-Mobile","549.47","credit","Credit Card Payment","CREDIT CARD","",""
"8/11/2023","SCHOOLCAFE","SCHOOLCAFE","52.50","debit","Restaurants","CREDIT CARD","",""
"8/11/2023","Wal-Mart","WALMART.COM WALMART.COM AR","16.12","debit","Books & Supplies","Blue Cash Everyday®","",""
"8/11/2023","Wal-Mart","WALMART.COM WALMART.COM AR","47.52","debit","Books & Supplies","Blue Cash Everyday®","",""
"8/11/2023","YOU SOLD KRANESHARES TR ELEC VEH FUTUR (KARS) (Cash)","YOU SOLD KRANESHARES TR ELEC VEH FUTUR (KARS) (Cash)","123.72","credit","Sell","Individual - TOD","",""
"8/11/2023","YOU SOLD ISHARES TR SELF DRIVNG EV (IDRV) (Cash)","YOU SOLD ISHARES TR SELF DRIVNG EV (IDRV) (Cash)","203.05","credit","Sell","Individual - TOD","",""
"8/11/2023","Electronic Funds Transfer Received (Cash)","Electronic Funds Transfer Received (Cash)","2426.00","credit","Deposit","Individual - TOD","",""
"8/11/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","490.35","debit","Transfer","Individual - TOD","",""
"8/11/2023","MENCHIES #360 THE FORU","MENCHIES #360 THE FORU","21.41","debit","Restaurants","Apple Card","",""
"8/11/2023","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","240.72","debit","Investments","ROTH IRA","",""
"8/11/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","4915.80","debit","Investments","Individual - TOD","",""
"8/11/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","1531.50","debit","Investments","Individual - TOD","",""
"8/11/2023","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","YOU BOUGHT NVIDIA CORPORATION COM (NVDA) (Cash)","411.00","debit","Investments","Individual - TOD","",""
"8/11/2023","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","3197.20","debit","Investments","Individual - TOD","",""
"8/11/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","304.00","debit","Investments","Individual - TOD","",""
"8/11/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","1236.00","debit","Investments","Individual - TOD","",""
"8/11/2023","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","YOU BOUGHT SNOWFLAKE INC CL A (SNOW) (Cash)","1517.20","debit","Investments","Individual - TOD","",""
"8/11/2023","YOU BOUGHT NETFLIX INC (NFLX) (Cash)","YOU BOUGHT NETFLIX INC (NFLX) (Cash)","424.68","debit","Buy","Individual - TOD","",""
"8/11/2023","YOU BOUGHT NETFLIX INC (NFLX) (Cash)","YOU BOUGHT NETFLIX INC (NFLX) (Cash)","3813.12","debit","Buy","Individual - TOD","",""
"8/10/2023","Zelle payment from SINDHU BALAKRISHNAN X1L0HX1JL9DV","Zelle payment from SINDHU BALAKRISHNAN X1L0HX1JL9DV","1000.00","credit","Transfer","TOTAL CHECKING","",""
"8/10/2023","Amazon","Amazon.com*TA2G48BI1","25.97","debit","Clothing","CREDIT CARD","",""
"8/10/2023","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","YOU BOUGHT ISHARES TR ISHARES SEMICDTR (SOXX) (Cash)","1497.00","debit","Transfer","Individual - TOD","",""
"8/10/2023","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","YOU BOUGHT MICROSOFT CORP (MSFT) (Cash)","967.26","debit","Investments","Individual - TOD","",""
"8/10/2023","REDEMPTION PAYOUT UNITED STATES TREAS BILLS ZERO CPN 0.00000% 08/10/2023 (Cash)","REDEMPTION PAYOUT UNITED STATES TREAS BILLS ZERO CPN 0.00000% 08/10/2023 (Cash)","1000.00","credit","Investments","Individual - TOD","",""
